vw,f,vs,Ra
-3.096539603,-4.198267708,4.007955037,-0.331413015
-2.58992249,-3.688999691,4.008632833,-0.327412447
-2.9830829,-3.683000376,3.608172969,-0.278977463
-2.430591655,-3.353687349,3.825868474,-0.373965285
-2.25653774,-3.358075811,4.010990296,-0.449633358
-3.292958087,-4.233410863,3.830778913,-0.183883798
-3.297427049,-4.217646861,3.822209995,-0.184569877
-3.22880477,-4.156646274,3.820528848,-0.188699915
-3.10496202,-4.215446058,4.010915209,-0.330147263
-2.993143371,-3.688656411,3.602023673,-0.276554706
-3.29085095,-4.215441925,3.824217432,-0.184659857
-3.107915995,-4.216714377,4.010724842,-0.329428096
-3.091496211,-4.182541215,4.003135049,-0.329486156
-2.563032639,-3.761162285,3.600252297,-0.367022361
-2.247316573,-3.345215944,4.005405543,-0.451382503
-3.527939887,-4.220487274,3.601456556,-0.183525487
-3.116414629,-4.216330286,4.004451196,-0.327468517
-2.767255548,-3.691097411,3.825898349,-0.303070238
-3.249418473,-4.176500856,3.823682956,-0.186596599
-3.232555204,-4.179832558,3.829846259,-0.187051304
-3.111668911,-4.211214304,4.004565224,-0.328339175
-3.502720036,-4.204151184,3.607082884,-0.185961402
-3.274705603,-4.207282441,3.826800403,-0.184837519
-2.98609115,-3.686314014,3.606433015,-0.27735291
-3.482922537,-4.186477218,3.601887387,-0.18561182
-2.25127618,-3.341113564,3.994925955,-0.448989277
-2.98157885,-3.678239189,3.601640037,-0.278895521
-2.760450595,-3.688677666,3.828932516,-0.302607183
-2.996724312,-3.688526864,3.599291939,-0.276337053
-2.256586238,-3.351099591,4.001743688,-0.448505769
-2.264780053,-3.363807977,4.00382028,-0.442867643
-3.496814357,-4.188841651,3.601331047,-0.187661597
-3.112083644,-4.224615453,4.009958464,-0.324986703
-2.742659505,-3.674245495,3.831351458,-0.306253756
-2.437023187,-3.356548021,3.81886925,-0.371551293
-3.252338003,-4.194263121,3.827651352,-0.186346963
-2.587480545,-3.686739287,4.008300197,-0.327487029
-2.248841685,-3.347442957,4.009289013,-0.454150928
-2.431943868,-3.355749777,3.82586317,-0.372873545
-3.254791051,-4.17915265,3.822439702,-0.187493352
-2.654993271,-3.347452221,3.598597537,-0.36300718
-2.756460294,-3.685410802,3.831951637,-0.304435377
-2.664723955,-3.356126007,3.602280566,-0.360199022
-2.763607579,-3.690103946,3.825689218,-0.302082626
-3.496198565,-4.188128873,3.599704139,-0.185652178
-2.603215584,-3.704735691,4.004186539,-0.32009653
-2.996499922,-3.690962643,3.602055212,-0.274757539
-2.413455195,-3.339820104,3.831405065,-0.379355846
-2.459107242,-3.252332579,3.599080592,-0.277459899
-3.003481304,-3.700287304,3.607414439,-0.274143758
-3.085795418,-4.186630343,4.009106336,-0.333847603
-3.098654671,-4.1947299,4.004785755,-0.33049349
-2.989480098,-3.686974039,3.604603648,-0.276408274
-3.080327135,-4.189202578,4.014429394,-0.334075916
-2.648600833,-3.343702876,3.603860427,-0.364508001
-2.648741875,-3.351213187,3.61559626,-0.365627927
-2.256725549,-3.35685457,4.005726761,-0.446789147
-2.762119023,-3.683726704,3.818705756,-0.300217278
-3.547747381,-4.228278892,3.598741291,-0.182453469
-2.444359349,-3.364996942,3.822434723,-0.368630102
-2.655923789,-3.346912733,3.595396764,-0.362171779
-3.008455751,-3.70039417,3.604669014,-0.274950196
-2.779057276,-3.696300006,3.818250273,-0.299176607
-2.918670186,-2.84606475,3.966640648,-0.299842063
-2.435672268,-3.360303347,3.831411825,-0.37557318
-2.77083828,-3.689669574,3.82180591,-0.301203026
-2.758273841,-3.678084601,3.820200937,-0.303052135
-2.434837168,-3.353798807,3.821367206,-0.372520401
-2.423727955,-3.346740932,3.826407496,-0.376446844
-3.506349621,-4.190524293,3.596903481,-0.186540097
-2.996220173,-3.682551323,3.597564209,-0.278639793
-2.581872456,-3.676385388,4.003810334,-0.326449926
-2.652592559,-3.351677695,3.610368824,-0.364872234
-2.261003759,-3.356251816,4.002005674,-0.446868446
-2.251807634,-3.357798892,4.014443124,-0.44972531
-3.091891838,-4.192806079,4.006079663,-0.330289096
-2.432561051,-3.354942595,3.823804513,-0.373631657
-3.085300292,-4.180037347,4.00738803,-0.33301529
-3.135721395,-4.244434418,4.005905641,-0.324312455
-3.130414731,-4.218577014,4.000176808,-0.328557041
-2.760007815,-3.679022833,3.817570939,-0.302503699
-3.26187673,-4.183919017,3.820576688,-0.185165248
-3.275686896,-4.211226085,3.829000648,-0.185004235
-2.747139355,-3.680423203,3.837366956,-0.308412048
-2.674236197,-3.362912948,3.5963204,-0.359341369
-2.442829086,-3.357933026,3.816802341,-0.370260626
-2.428657952,-3.353288859,3.826929142,-0.376106528
-2.766140968,-3.689049725,3.821303975,-0.300194653
-3.092445506,-4.197776941,4.011299926,-0.33226987
-2.438443782,-3.355421598,3.818004094,-0.371091702
-2.428858714,-3.352417092,3.825868211,-0.374180486
-2.242724134,-3.33985784,4.006903655,-0.454638484
-3.361808495,-2.514693217,3.932427429,-0.300065744
-3.255697834,-4.187672394,3.823009073,-0.185253074
-2.668136165,-3.349830398,3.588158171,-0.362329053
-3.253418325,-4.178653259,3.821388942,-0.187402372
-2.587405785,-3.689180934,4.009076778,-0.325529494
-3.516344959,-4.206588904,3.599647202,-0.184425538
-2.659325294,-3.353617702,3.602804247,-0.362091321
